Trade #,Type,Date/Time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Run-up USD,Run-up %,Drawdown USD,Drawdown %,Cumulative P&L USD,Cumulative P&L %
990,Exit short,2018-03-27 01:10,Exit Short Trailing,24328,38.3,931034.7,-727.7,-0.08,0,0.00,-842.6,-0.09,-67950.1,-6.80
990,Entry short,2018-03-27 01:05,Short,24309,38.3,931034.7,-727.7,-0.08,0,0.00,-842.6,-0.09,-67950.1,-6.80
991,Exit short,2018-03-27 04:45,Exit Short Trailing,24328,38.3,931226.2,-536.2,-0.06,191.5,0.02,-536.2,-0.06,-68486.3,-6.85
991,Entry short,2018-03-27 04:35,Short,24314,38.3,931226.2,-536.2,-0.06,191.5,0.02,-536.2,-0.06,-68486.3,-6.85
992,Exit short,2018-03-27 17:45,Exit Short Trailing,24279,38.2,930857.6,3399.8,0.37,3399.8,0.37,-573,-0.06,-65086.5,-6.51
992,Entry short,2018-03-27 17:25,Short,24368,38.2,930857.6,3399.8,0.37,3399.8,0.37,-573,-0.06,-65086.5,-6.51
993,Exit long,2018-03-28 01:20,Exit Long Trailing,23891,39,933894,-2145,-0.23,390,0.04,-2145,-0.23,-67231.5,-6.72
993,Entry long,2018-03-28 00:10,Long,23946,39,933894,-2145,-0.23,390,0.04,-2145,-0.23,-67231.5,-6.72
994,Exit long,2018-03-28 13:45,Exit Long Trailing,23873,39.1,932378.6,1055.7,0.11,1837.7,0.20,-1133.9,-0.12,-66175.8,-6.62
994,Entry long,2018-03-28 13:40,Long,23846,39.1,932378.6,1055.7,0.11,1837.7,0.20,-1133.9,-0.12,-66175.8,-6.62
995,Exit long,2018-03-29 00:10,Exit Long Trailing,23869,39.1,933043.3,234.6,0.03,508.3,0.05,-430.1,-0.05,-65941.2,-6.59
995,Entry long,2018-03-29 00:05,Long,23863,39.1,933043.3,234.6,0.03,508.3,0.05,-430.1,-0.05,-65941.2,-6.59
996,Exit long,2018-03-29 02:55,Exit Long Trailing,23868,39.1,933160.6,78.2,0.01,742.9,0.08,-234.6,-0.03,-65863,-6.59
996,Entry long,2018-03-29 02:40,Long,23866,39.1,933160.6,78.2,0.01,742.9,0.08,-234.6,-0.03,-65863,-6.59
997,Exit long,2018-03-29 03:15,Exit Long Trailing,23856,39.1,932769.6,0,0.00,195.5,0.02,-156.4,-0.02,-65863,-6.59
997,Entry long,2018-03-29 03:10,Long,23856,39.1,932769.6,0,0.00,195.5,0.02,-156.4,-0.02,-65863,-6.59
998,Exit long,2018-03-29 03:25,Exit Long Trailing,23838,39.2,934175.2,274.4,0.03,313.6,0.03,-470.4,-0.05,-65588.6,-6.56
998,Entry long,2018-03-29 03:20,Long,23831,39.2,934175.2,274.4,0.03,313.6,0.03,-470.4,-0.05,-65588.6,-6.56
999,Exit long,2018-03-29 05:00,Exit Long Trailing,23850,39.1,932691.4,-156.4,-0.02,195.5,0.02,-273.7,-0.03,-65745,-6.57
999,Entry long,2018-03-29 04:55,Long,23854,39.1,932691.4,-156.4,-0.02,195.5,0.02,-273.7,-0.03,-65745,-6.57
1000,Exit long,2018-03-29 05:40,Exit Long Trailing,23903,39.1,933004.2,1603.1,0.17,1603.1,0.17,-234.6,-0.03,-64141.9,-6.41
1000,Entry long,2018-03-29 05:35,Long,23862,39.1,933004.2,1603.1,0.17,1603.1,0.17,-234.6,-0.03,-64141.9,-6.41
1001,Exit short,2018-03-29 11:00,Exit Short Trailing,23970,39,934518,-312,-0.03,390,0.04,-624,-0.07,-64453.9,-6.45
1001,Entry short,2018-03-29 10:35,Short,23962,39,934518,-312,-0.03,390,0.04,-624,-0.07,-64453.9,-6.45
1002,Exit short,2018-03-29 12:30,Exit Short Trailing,23965,39,934128,-507,-0.05,702,0.08,-507,-0.05,-64960.9,-6.50
1002,Entry short,2018-03-29 12:05,Short,23952,39,934128,-507,-0.05,702,0.08,-507,-0.05,-64960.9,-6.50
1003,Exit short,2018-03-29 13:00,Exit Short Trailing,23969,38.9,933249.9,855.8,0.09,855.8,0.09,-77.8,-0.01,-64105.1,-6.41
1003,Entry short,2018-03-29 12:55,Short,23991,38.9,933249.9,855.8,0.09,855.8,0.09,-77.8,-0.01,-64105.1,-6.41
1004,Exit short,2018-03-29 13:40,Exit Short Trailing,24037,38.9,934961.5,-77.8,-0.01,1283.7,0.14,-505.7,-0.05,-64182.9,-6.42
1004,Entry short,2018-03-29 13:35,Short,24035,38.9,934961.5,-77.8,-0.01,1283.7,0.14,-505.7,-0.05,-64182.9,-6.42
1005,Exit short,2018-03-29 15:00,Exit Short Trailing,24096,38.8,933954.8,-970,-0.10,698.4,0.07,-1086.4,-0.12,-65152.9,-6.52
1005,Entry short,2018-03-29 14:55,Short,24071,38.8,933954.8,-970,-0.10,698.4,0.07,-1086.4,-0.12,-65152.9,-6.52
1006,Exit short,2018-03-29 17:35,Exit Short Trailing,24125,38.8,934614.4,-1435.6,-0.15,1590.8,0.17,-1435.6,-0.15,-66588.5,-6.66
1006,Entry short,2018-03-29 16:05,Short,24088,38.8,934614.4,-1435.6,-0.15,1590.8,0.17,-1435.6,-0.15,-66588.5,-6.66
1007,Exit short,2018-03-29 17:50,Exit Short Trailing,24182,38.6,932267.2,-1158,-0.12,347.4,0.04,-1428.2,-0.15,-67746.5,-6.77
1007,Entry short,2018-03-29 17:45,Short,24152,38.6,932267.2,-1158,-0.12,347.4,0.04,-1428.2,-0.15,-67746.5,-6.77
1008,Exit short,2018-03-29 18:30,Exit Short Trailing,24219,38.5,930468,-1963.5,-0.21,38.5,0.00,-1963.5,-0.21,-69710,-6.97
1008,Entry short,2018-03-29 18:25,Short,24168,38.5,930468,-1963.5,-0.21,38.5,0.00,-1963.5,-0.21,-69710,-6.97
1009,Exit long,2018-04-02 08:55,Exit Long Trailing,24092,38.6,930144.2,-193,-0.02,424.6,0.05,-193,-0.02,-69903,-6.99
1009,Entry long,2018-04-02 08:25,Long,24097,38.6,930144.2,-193,-0.02,424.6,0.05,-193,-0.02,-69903,-6.99
1010,Exit long,2018-04-02 10:40,Exit Long Trailing,24110,38.5,928697,-462,-0.05,154,0.02,-462,-0.05,-70365,-7.04
1010,Entry long,2018-04-02 10:15,Long,24122,38.5,928697,-462,-0.05,154,0.02,-462,-0.05,-70365,-7.04
1011,Exit long,2018-04-02 13:35,Exit Long Trailing,24086,38.6,928754.6,965,0.10,965,0.10,-1814.2,-0.20,-69400,-6.94
1011,Entry long,2018-04-02 13:30,Long,24061,38.6,928754.6,965,0.10,965,0.10,-1814.2,-0.20,-69400,-6.94
1012,Exit long,2018-04-02 13:45,Exit Long Trailing,24083,38.6,930414.4,-810.6,-0.09,1158,0.12,-810.6,-0.09,-70210.6,-7.02
1012,Entry long,2018-04-02 13:40,Long,24104,38.6,930414.4,-810.6,-0.09,1158,0.12,-810.6,-0.09,-70210.6,-7.02
1013,Exit long,2018-04-02 16:55,Exit Long Trailing,23582,39.3,929287.8,-2515.2,-0.27,275.1,0.03,-2515.2,-0.27,-72725.8,-7.27
1013,Entry long,2018-04-02 16:45,Long,23646,39.3,929287.8,-2515.2,-0.27,275.1,0.03,-2515.2,-0.27,-72725.8,-7.27
1014,Exit long,2018-04-03 05:30,Exit Long Trailing,23593,39.2,926962.4,-2116.8,-0.23,1724.8,0.19,-2116.8,-0.23,-74842.6,-7.48
1014,Entry long,2018-04-02 19:55,Long,23647,39.2,926962.4,-2116.8,-0.23,1724.8,0.19,-2116.8,-0.23,-74842.6,-7.48
1015,Exit short,2018-04-03 10:20,Exit Short Trailing,23651,39.1,924754.1,0,0.00,234.6,0.03,-117.3,-0.01,-74842.6,-7.48
1015,Entry short,2018-04-03 10:15,Short,23651,39.1,924754.1,0,0.00,234.6,0.03,-117.3,-0.01,-74842.6,-7.48
1016,Exit short,2018-04-03 11:20,Exit Short Trailing,23672,39,923871,663,0.07,819,0.09,-39,0.00,-74179.6,-7.42
1016,Entry short,2018-04-03 11:15,Short,23689,39,923871,663,0.07,819,0.09,-39,0.00,-74179.6,-7.42
1017,Exit short,2018-04-03 12:25,Exit Short Trailing,23730,39,925392,-78,-0.01,156,0.02,-468,-0.05,-74257.6,-7.43
1017,Entry short,2018-04-03 12:20,Short,23728,39,925392,-78,-0.01,156,0.02,-468,-0.05,-74257.6,-7.43
1018,Exit short,2018-04-03 13:45,Exit Short Trailing,23769,38.8,923750.4,1513.2,0.16,1901.2,0.21,-388,-0.04,-72744.4,-7.27
1018,Entry short,2018-04-03 13:40,Short,23808,38.8,923750.4,1513.2,0.16,1901.2,0.21,-388,-0.04,-72744.4,-7.27
1019,Exit short,2018-04-03 18:45,Exit Short Trailing,23743,39,925080,-897,-0.10,1248,0.13,-897,-0.10,-73641.4,-7.36
1019,Entry short,2018-04-03 18:35,Short,23720,39,925080,-897,-0.10,1248,0.13,-897,-0.10,-73641.4,-7.36
1020,Exit short,2018-04-04 00:15,Exit Short Trailing,23957,38.6,925666.6,926.4,0.10,926.4,0.10,-193,-0.02,-72715,-7.27
1020,Entry short,2018-04-03 23:45,Short,23981,38.6,925666.6,926.4,0.10,926.4,0.10,-193,-0.02,-72715,-7.27
1021,Exit long,2018-04-04 10:20,Exit Long Trailing,23423,39.4,925309,-2442.8,-0.26,354.6,0.04,-3073.2,-0.33,-75157.8,-7.52
1021,Entry long,2018-04-04 10:15,Long,23485,39.4,925309,-2442.8,-0.26,354.6,0.04,-3073.2,-0.33,-75157.8,-7.52
1022,Exit long,2018-04-04 12:25,Exit Long Trailing,23472,39.3,924571.8,-2122.2,-0.23,0,0.00,-2633.1,-0.28,-77280,-7.73
1022,Entry long,2018-04-04 12:20,Long,23526,39.3,924571.8,-2122.2,-0.23,0,0.00,-2633.1,-0.28,-77280,-7.73
1023,Exit long,2018-04-04 14:45,Exit Long Trailing,23796,39,920361,7683,0.83,7683,0.83,-1287,-0.14,-69597,-6.96
1023,Entry long,2018-04-04 13:35,Long,23599,39,920361,7683,0.83,7683,0.83,-1287,-0.14,-69597,-6.96
1024,Exit short,2018-04-04 18:50,Exit Short Trailing,24134,38.5,929967.5,808.5,0.09,1232,0.13,-577.5,-0.06,-68788.5,-6.88
1024,Entry short,2018-04-04 18:45,Short,24155,38.5,929967.5,808.5,0.09,1232,0.13,-577.5,-0.06,-68788.5,-6.88
1025,Exit short,2018-04-04 23:15,Exit Short Trailing,24312,38.2,929406,687.6,0.07,687.6,0.07,-114.6,-0.01,-68100.9,-6.81
1025,Entry short,2018-04-04 23:00,Short,24330,38.2,929406,687.6,0.07,687.6,0.07,-114.6,-0.01,-68100.9,-6.81
1026,Exit short,2018-04-05 00:00,Exit Short Trailing,24350,38.3,931685.8,-919.2,-0.10,76.6,0.01,-1340.5,-0.14,-69020.1,-6.90
1026,Entry short,2018-04-04 23:55,Short,24326,38.3,931685.8,-919.2,-0.10,76.6,0.01,-1340.5,-0.14,-69020.1,-6.90
1027,Exit short,2018-04-05 01:45,Exit Short Trailing,24331,38.3,930881.5,-995.8,-0.11,1149,0.12,-995.8,-0.11,-70015.9,-7.00
1027,Entry short,2018-04-05 00:20,Short,24305,38.3,930881.5,-995.8,-0.11,1149,0.12,-995.8,-0.11,-70015.9,-7.00
1028,Exit short,2018-04-05 01:55,Exit Short Trailing,24335,38.2,929253.2,-343.8,-0.04,38.2,0.00,-611.2,-0.07,-70359.7,-7.04
1028,Entry short,2018-04-05 01:50,Short,24326,38.2,929253.2,-343.8,-0.04,38.2,0.00,-611.2,-0.07,-70359.7,-7.04
1029,Exit short,2018-04-05 02:05,Exit Short Trailing,24379,38.1,928192.2,-647.7,-0.07,381,0.04,-723.9,-0.08,-71007.4,-7.10
1029,Entry short,2018-04-05 02:00,Short,24362,38.1,928192.2,-647.7,-0.07,381,0.04,-723.9,-0.08,-71007.4,-7.10
1030,Exit long,2018-04-06 00:55,Exit Long Trailing,24119,38.5,928889.5,-308,-0.03,308,0.03,-539,-0.06,-71315.4,-7.13
1030,Entry long,2018-04-06 00:50,Long,24127,38.5,928889.5,-308,-0.03,308,0.03,-539,-0.06,-71315.4,-7.13
1031,Exit long,2018-04-06 01:30,Exit Long Trailing,24182,38.5,928158,2849,0.31,2849,0.31,0,0.00,-68466.4,-6.85
1031,Entry long,2018-04-06 01:25,Long,24108,38.5,928158,2849,0.31,2849,0.31,0,0.00,-68466.4,-6.85
1032,Exit short,2018-04-06 15:00,Exit Short Trailing,24137,38.3,929617.6,5170.5,0.56,5170.5,0.56,-383,-0.04,-63295.9,-6.33
1032,Entry short,2018-04-06 14:35,Short,24272,38.3,929617.6,5170.5,0.56,5170.5,0.56,-383,-0.04,-63295.9,-6.33
1033,Exit long,2018-04-06 17:55,Exit Long Trailing,23965,38.9,934494.7,-2256.2,-0.24,427.9,0.05,-2372.9,-0.25,-65552.1,-6.56
1033,Entry long,2018-04-06 17:50,Long,24023,38.9,934494.7,-2256.2,-0.24,427.9,0.05,-2372.9,-0.25,-65552.1,-6.56
1034,Exit long,2018-04-09 03:20,Exit Long Trailing,24116,39,934323,6201,0.66,6201,0.66,-1404,-0.15,-59351.1,-5.94
1034,Entry long,2018-04-06 19:55,Long,23957,39,934323,6201,0.66,6201,0.66,-1404,-0.15,-59351.1,-5.94
1035,Exit short,2018-04-09 07:20,Exit Short Trailing,24118,38.9,939046,855.8,0.09,2489.6,0.27,-311.2,-0.03,-58495.3,-5.85
1035,Entry short,2018-04-09 07:05,Short,24140,38.9,939046,855.8,0.09,2489.6,0.27,-311.2,-0.03,-58495.3,-5.85
1036,Exit short,2018-04-09 08:50,Exit Short Trailing,24164,38.9,940407.5,427.9,0.05,466.8,0.05,-155.6,-0.02,-58067.4,-5.81
1036,Entry short,2018-04-09 08:45,Short,24175,38.9,940407.5,427.9,0.05,466.8,0.05,-155.6,-0.02,-58067.4,-5.81
1037,Exit short,2018-04-09 09:40,Exit Short Trailing,24160,38.9,940718.7,894.7,0.10,1011.4,0.11,0,0.00,-57172.7,-5.72
1037,Entry short,2018-04-09 09:35,Short,24183,38.9,940718.7,894.7,0.10,1011.4,0.11,0,0.00,-57172.7,-5.72
1038,Exit short,2018-04-09 11:20,Exit Short Trailing,24137,39,940836,-507,-0.05,858,0.09,-507,-0.05,-57679.7,-5.77
1038,Entry short,2018-04-09 10:55,Short,24124,39,940836,-507,-0.05,858,0.09,-507,-0.05,-57679.7,-5.77
1039,Exit short,2018-04-09 18:00,Exit Short Trailing,24379,38.6,940875,-154.4,-0.02,386,0.04,-424.6,-0.05,-57834.1,-5.78
1039,Entry short,2018-04-09 17:55,Short,24375,38.6,940875,-154.4,-0.02,386,0.04,-424.6,-0.05,-57834.1,-5.78
1040,Exit long,2018-04-10 00:10,Exit Long Trailing,23994,39.2,940917.6,-352.8,-0.04,627.2,0.07,-470.4,-0.05,-58186.9,-5.82
1040,Entry long,2018-04-10 00:05,Long,24003,39.2,940917.6,-352.8,-0.04,627.2,0.07,-470.4,-0.05,-58186.9,-5.82
1041,Exit long,2018-04-10 01:10,Exit Long Trailing,24079,39.2,941623.2,2273.6,0.24,2273.6,0.24,-588,-0.06,-55913.3,-5.59
1041,Entry long,2018-04-10 00:15,Long,24021,39.2,941623.2,2273.6,0.24,2273.6,0.24,-588,-0.06,-55913.3,-5.59
1042,Exit long,2018-04-10 01:50,Exit Long Trailing,24142,39.2,943857.6,2508.8,0.27,2508.8,0.27,-431.2,-0.05,-53404.5,-5.34
1042,Entry long,2018-04-10 01:15,Long,24078,39.2,943857.6,2508.8,0.27,2508.8,0.27,-431.2,-0.05,-53404.5,-5.34
1043,Exit short,2018-04-10 06:20,Exit Short Trailing,24348,38.9,946009.1,-1128.1,-0.12,116.7,0.01,-1128.1,-0.12,-54532.6,-5.45
1043,Entry short,2018-04-10 05:50,Short,24319,38.9,946009.1,-1128.1,-0.12,116.7,0.01,-1128.1,-0.12,-54532.6,-5.45
1044,Exit short,2018-04-10 06:35,Exit Short Trailing,24378,38.8,945323.2,-543.2,-0.06,194,0.02,-543.2,-0.06,-55075.8,-5.51
1044,Entry short,2018-04-10 06:30,Short,24364,38.8,945323.2,-543.2,-0.06,194,0.02,-543.2,-0.06,-55075.8,-5.51
1045,Exit short,2018-04-10 08:20,Exit Short Trailing,24311,38.8,943926.4,659.6,0.07,3220.4,0.34,-776,-0.08,-54416.2,-5.44
1045,Entry short,2018-04-10 07:05,Short,24328,38.8,943926.4,659.6,0.07,3220.4,0.34,-776,-0.08,-54416.2,-5.44
1046,Exit short,2018-04-10 16:25,Exit Short Trailing,24279,38.6,943577,6407.6,0.68,6407.6,0.68,-926.4,-0.10,-48008.6,-4.80
1046,Entry short,2018-04-10 15:45,Short,24445,38.6,943577,6407.6,0.68,6407.6,0.68,-926.4,-0.10,-48008.6,-4.80
1047,Exit long,2018-04-10 17:00,Exit Long Trailing,24329,39.1,949660.8,1603.1,0.17,4183.7,0.44,-664.7,-0.07,-46405.5,-4.64
1047,Entry long,2018-04-10 16:30,Long,24288,39.1,949660.8,1603.1,0.17,4183.7,0.44,-664.7,-0.07,-46405.5,-4.64
1048,Exit long,2018-04-11 01:55,Exit Long Trailing,24308,39.2,952952,-78.4,-0.01,156.8,0.02,-156.8,-0.02,-46483.9,-4.65
1048,Entry long,2018-04-11 01:50,Long,24310,39.2,952952,-78.4,-0.01,156.8,0.02,-156.8,-0.02,-46483.9,-4.65
1049,Exit long,2018-04-11 04:25,Exit Long Trailing,24307,39.2,953226.4,-392,-0.04,156.8,0.02,-392,-0.04,-46875.9,-4.69
1049,Entry long,2018-04-11 03:55,Long,24317,39.2,953226.4,-392,-0.04,156.8,0.02,-392,-0.04,-46875.9,-4.69
1050,Exit long,2018-04-11 05:50,Exit Long Trailing,24314,39.1,951029.3,-351.9,-0.04,117.3,0.01,-351.9,-0.04,-47227.8,-4.72
1050,Entry long,2018-04-11 05:45,Long,24323,39.1,951029.3,-351.9,-0.04,117.3,0.01,-351.9,-0.04,-47227.8,-4.72
1051,Exit long,2018-04-11 06:50,Exit Long Trailing,24316,39.1,950755.6,0,0.00,195.5,0.02,-117.3,-0.01,-47227.8,-4.72
1051,Entry long,2018-04-11 06:40,Long,24316,39.1,950755.6,0,0.00,195.5,0.02,-117.3,-0.01,-47227.8,-4.72
1052,Exit long,2018-04-11 07:20,Exit Long Trailing,24316,39.2,952756,431.2,0.05,509.6,0.05,0,0.00,-46796.6,-4.68
1052,Entry long,2018-04-11 07:15,Long,24305,39.2,952756,431.2,0.05,509.6,0.05,0,0.00,-46796.6,-4.68
1053,Exit long,2018-04-11 08:05,Exit Long Trailing,24301,39.2,952599.2,0,0.00,235.2,0.02,-156.8,-0.02,-46796.6,-4.68
1053,Entry long,2018-04-11 08:00,Long,24301,39.2,952599.2,0,0.00,235.2,0.02,-156.8,-0.02,-46796.6,-4.68
1054,Exit long,2018-04-11 09:00,Exit Long Trailing,24297,39.2,952599.2,-156.8,-0.02,352.8,0.04,-156.8,-0.02,-46953.4,-4.70
1054,Entry long,2018-04-11 08:40,Long,24301,39.2,952599.2,-156.8,-0.02,352.8,0.04,-156.8,-0.02,-46953.4,-4.70
1055,Exit long,2018-04-11 10:05,Exit Long Trailing,24293,39.2,952520.8,-235.2,-0.02,117.6,0.01,-235.2,-0.02,-47188.6,-4.72
1055,Entry long,2018-04-11 10:00,Long,24299,39.2,952520.8,-235.2,-0.02,117.6,0.01,-235.2,-0.02,-47188.6,-4.72
1056,Exit long,2018-04-11 10:25,Exit Long Trailing,24204,39.3,951531.6,-314.4,-0.03,117.9,0.01,-1179,-0.12,-47503,-4.75
1056,Entry long,2018-04-11 10:20,Long,24212,39.3,951531.6,-314.4,-0.03,117.9,0.01,-1179,-0.12,-47503,-4.75
1057,Exit long,2018-04-11 11:15,Exit Long Trailing,24151,39.4,952061.6,-512.2,-0.05,827.4,0.09,-827.4,-0.09,-48015.2,-4.80
1057,Entry long,2018-04-11 11:05,Long,24164,39.4,952061.6,-512.2,-0.05,827.4,0.09,-827.4,-0.09,-48015.2,-4.80
1058,Exit long,2018-04-11 13:40,Exit Long Trailing,24270,39.3,951570.9,2240.1,0.24,2240.1,0.24,-432.3,-0.05,-45775.1,-4.58
1058,Entry long,2018-04-11 13:25,Long,24213,39.3,951570.9,2240.1,0.24,2240.1,0.24,-432.3,-0.05,-45775.1,-4.58
1059,Exit long,2018-04-11 22:45,Exit Long Trailing,24227,39.3,952356.9,-235.8,-0.02,510.9,0.05,-235.8,-0.02,-46010.9,-4.60
1059,Entry long,2018-04-11 22:35,Long,24233,39.3,952356.9,-235.8,-0.02,510.9,0.05,-235.8,-0.02,-46010.9,-4.60
1060,Exit long,2018-04-12 01:55,Exit Long Trailing,24266,39.3,953378.7,275.1,0.03,275.1,0.03,-78.6,-0.01,-45735.8,-4.57
1060,Entry long,2018-04-12 01:50,Long,24259,39.3,953378.7,275.1,0.03,275.1,0.03,-78.6,-0.01,-45735.8,-4.57
1061,Exit long,2018-04-12 07:35,Exit Long Trailing,24226,39.3,952474.8,-393,-0.04,864.6,0.09,-393,-0.04,-46128.8,-4.61
1061,Entry long,2018-04-12 07:25,Long,24236,39.3,952474.8,-393,-0.04,864.6,0.09,-393,-0.04,-46128.8,-4.61
1062,Exit long,2018-04-12 08:15,Exit Long Trailing,24234,39.3,952553.4,-157.2,-0.02,196.5,0.02,-275.1,-0.03,-46286,-4.63
1062,Entry long,2018-04-12 08:10,Long,24238,39.3,952553.4,-157.2,-0.02,196.5,0.02,-275.1,-0.03,-46286,-4.63
1063,Exit long,2018-04-12 09:00,Exit Long Trailing,24185,39.4,953164.8,-275.8,-0.03,197,0.02,-275.8,-0.03,-46561.8,-4.66
1063,Entry long,2018-04-12 08:55,Long,24192,39.4,953164.8,-275.8,-0.03,197,0.02,-275.8,-0.03,-46561.8,-4.66
1064,Exit short,2018-04-12 10:25,Exit Short Trailing,24288,39.2,951736.8,-352.8,-0.04,0,0.00,-509.6,-0.05,-46914.6,-4.69
1064,Entry short,2018-04-12 10:20,Short,24279,39.2,951736.8,-352.8,-0.04,0,0.00,-509.6,-0.05,-46914.6,-4.69
1065,Exit short,2018-04-12 12:45,Exit Short Trailing,24342,39.1,952280.5,508.3,0.05,508.3,0.05,-234.6,-0.02,-46406.3,-4.64
1065,Entry short,2018-04-12 12:35,Short,24355,39.1,952280.5,508.3,0.05,508.3,0.05,-234.6,-0.02,-46406.3,-4.64
1066,Exit short,2018-04-12 13:15,Exit Short Trailing,24378,39.1,953336.2,156.4,0.02,430.1,0.05,-39.1,0.00,-46249.9,-4.62
1066,Entry short,2018-04-12 13:10,Short,24382,39.1,953336.2,156.4,0.02,430.1,0.05,-39.1,0.00,-46249.9,-4.62
1067,Exit short,2018-04-12 13:50,Exit Short Trailing,24477,38.9,951921.9,-233.4,-0.02,38.9,0.00,-894.7,-0.09,-46483.3,-4.65
1067,Entry short,2018-04-12 13:45,Short,24471,38.9,951921.9,-233.4,-0.02,38.9,0.00,-894.7,-0.09,-46483.3,-4.65
1068,Exit short,2018-04-12 19:20,Exit Short Trailing,24562,38.8,952889.2,-116.4,-0.01,1008.8,0.11,-155.2,-0.02,-46599.7,-4.66
1068,Entry short,2018-04-12 19:15,Short,24559,38.8,952889.2,-116.4,-0.01,1008.8,0.11,-155.2,-0.02,-46599.7,-4.66
1069,Exit long,2018-04-13 05:05,Exit Long Trailing,24452,39,953082,546,0.06,546,0.06,-117,-0.01,-46053.7,-4.61
1069,Entry long,2018-04-13 04:50,Long,24438,39,953082,546,0.06,546,0.06,-117,-0.01,-46053.7,-4.61
1070,Exit short,2018-04-13 10:05,Exit Short Trailing,24563,38.8,952889.2,-155.2,-0.02,232.8,0.02,-388,-0.04,-46208.9,-4.62
1070,Entry short,2018-04-13 10:00,Short,24559,38.8,952889.2,-155.2,-0.02,232.8,0.02,-388,-0.04,-46208.9,-4.62
1071,Exit short,2018-04-13 11:00,Exit Short Trailing,24576,38.8,953199.6,-349.2,-0.04,388,0.04,-349.2,-0.04,-46558.1,-4.66
1071,Entry short,2018-04-13 10:55,Short,24567,38.8,953199.6,-349.2,-0.04,388,0.04,-349.2,-0.04,-46558.1,-4.66
1072,Exit short,2018-04-13 12:40,Exit Short Trailing,24640,38.6,951335.6,231.6,0.02,347.4,0.04,-231.6,-0.02,-46326.5,-4.63
1072,Entry short,2018-04-13 12:35,Short,24646,38.6,951335.6,231.6,0.02,347.4,0.04,-231.6,-0.02,-46326.5,-4.63
1073,Exit short,2018-04-13 14:00,Exit Short Trailing,24518,38.7,952677.9,3831.3,0.40,3831.3,0.40,-541.8,-0.06,-42495.2,-4.25
1073,Entry short,2018-04-13 13:35,Short,24617,38.7,952677.9,3831.3,0.40,3831.3,0.40,-541.8,-0.06,-42495.2,-4.25
1074,Exit long,2018-04-13 18:15,Exit Long Trailing,24430,39.1,956503.3,-1290.3,-0.13,430.1,0.04,-1290.3,-0.13,-43785.5,-4.38
1074,Entry long,2018-04-13 17:25,Long,24463,39.1,956503.3,-1290.3,-0.13,430.1,0.04,-1290.3,-0.13,-43785.5,-4.38
1075,Exit long,2018-04-13 19:10,Exit Long Trailing,24326,39.2,953892.8,-313.6,-0.03,431.2,0.05,-980,-0.10,-44099.1,-4.41
1075,Entry long,2018-04-13 19:05,Long,24334,39.2,953892.8,-313.6,-0.03,431.2,0.05,-980,-0.10,-44099.1,-4.41
1076,Exit short,2018-04-16 00:40,Exit Short Trailing,24531,38.9,953633.5,-622.4,-0.07,311.2,0.03,-622.4,-0.07,-44721.5,-4.47
1076,Entry short,2018-04-16 00:15,Short,24515,38.9,953633.5,-622.4,-0.07,311.2,0.03,-622.4,-0.07,-44721.5,-4.47
1077,Exit long,2018-04-16 05:05,Exit Long Trailing,24486,39,954915,39,0.00,897,0.09,-78,-0.01,-44682.5,-4.47
1077,Entry long,2018-04-16 04:25,Long,24485,39,954915,39,0.00,897,0.09,-78,-0.01,-44682.5,-4.47
1078,Exit short,2018-04-16 09:25,Exit Short Trailing,24529,38.9,953594.6,-583.5,-0.06,0,0.00,-583.5,-0.06,-45266,-4.53
1078,Entry short,2018-04-16 09:20,Short,24514,38.9,953594.6,-583.5,-0.06,0,0.00,-583.5,-0.06,-45266,-4.53
1079,Exit short,2018-04-16 10:15,Exit Short Trailing,24529,38.9,953828,-350.1,-0.04,194.5,0.02,-350.1,-0.04,-45616.1,-4.56
1079,Entry short,2018-04-16 10:10,Short,24520,38.9,953828,-350.1,-0.04,194.5,0.02,-350.1,-0.04,-45616.1,-4.56
1080,Exit short,2018-04-16 13:35,Exit Short Trailing,24495,38.8,951996.8,1590.8,0.17,1590.8,0.17,-1784.8,-0.19,-44025.3,-4.40
1080,Entry short,2018-04-16 13:30,Short,24536,38.8,951996.8,1590.8,0.17,1590.8,0.17,-1784.8,-0.19,-44025.3,-4.40
1081,Exit short,2018-04-16 16:05,Exit Short Trailing,24583,38.9,955811.9,-466.8,-0.05,38.9,0.00,-816.9,-0.09,-44492.1,-4.45
1081,Entry short,2018-04-16 16:00,Short,24571,38.9,955811.9,-466.8,-0.05,38.9,0.00,-816.9,-0.09,-44492.1,-4.45
1082,Exit short,2018-04-16 16:55,Exit Short Trailing,24657,38.8,955294.8,-1396.8,-0.15,116.4,0.01,-1978.8,-0.21,-45888.9,-4.59
1082,Entry short,2018-04-16 16:50,Short,24621,38.8,955294.8,-1396.8,-0.15,116.4,0.01,-1978.8,-0.21,-45888.9,-4.59
1083,Exit short,2018-04-16 19:30,Exit Short Trailing,24625,38.7,953761.5,774,0.08,2747.7,0.29,-193.5,-0.02,-45114.9,-4.51
1083,Entry short,2018-04-16 18:05,Short,24645,38.7,953761.5,774,0.08,2747.7,0.29,-193.5,-0.02,-45114.9,-4.51
