Trade #,Type,Date/Time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Run-up USD,Run-up %,Drawdown USD,Drawdown %,Cumulative P&L USD,Cumulative P&L %
894,Entry short,2018-02-26 01:00,Short,25345,37.8,958041,-869.4,-0.09,151.2,0.02,-869.4,-0.09,-42697.7,-4.27
895,Exit short,2018-02-27 02:00,Exit Short Trailing,25820,37,955525,185,0.02,629,0.07,-518,-0.05,-42512.7,-4.25
895,Entry short,2018-02-27 01:45,Short,25825,37,955525,185,0.02,629,0.07,-518,-0.05,-42512.7,-4.25
896,Exit short,2018-02-27 03:40,Exit Short Trailing,25794,37.1,956586.4,-371,-0.04,593.6,0.06,-371,-0.04,-42883.7,-4.29
896,Entry short,2018-02-27 03:15,Short,25784,37.1,956586.4,-371,-0.04,593.6,0.06,-371,-0.04,-42883.7,-4.29
897,Exit long,2018-02-27 20:55,Exit Long Trailing,25494,37.4,955420.4,-1944.8,-0.20,37.4,0.00,-2505.8,-0.26,-44828.5,-4.48
897,Entry long,2018-02-27 20:50,Long,25546,37.4,955420.4,-1944.8,-0.20,37.4,0.00,-2505.8,-0.26,-44828.5,-4.48
898,Exit long,2018-02-28 00:40,Exit Long Trailing,25498,37.4,953400.8,224.4,0.02,224.4,0.02,-149.6,-0.02,-44604.1,-4.46
898,Entry long,2018-02-28 00:35,Long,25492,37.4,953400.8,224.4,0.02,224.4,0.02,-149.6,-0.02,-44604.1,-4.46
899,Exit long,2018-02-28 01:20,Exit Long Trailing,25462,37.4,953213.8,-935,-0.10,112.2,0.01,-935,-0.10,-45539.1,-4.55
899,Entry long,2018-02-28 01:15,Long,25487,37.4,953213.8,-935,-0.10,112.2,0.01,-935,-0.10,-45539.1,-4.55
900,Exit long,2018-02-28 03:15,Exit Long Trailing,25399,37.5,953287.5,-825,-0.09,375,0.04,-1425,-0.15,-46364.1,-4.64
900,Entry long,2018-02-28 03:10,Long,25421,37.5,953287.5,-825,-0.09,375,0.04,-1425,-0.15,-46364.1,-4.64
901,Exit short,2018-02-28 15:00,Exit Short Trailing,25594,37.2,951687.6,-409.2,-0.04,297.6,0.03,-558,-0.06,-46773.3,-4.68
901,Entry short,2018-02-28 14:55,Short,25583,37.2,951687.6,-409.2,-0.04,297.6,0.03,-558,-0.06,-46773.3,-4.68
902,Exit short,2018-02-28 15:55,Exit Short Trailing,25427,37.3,952380.9,3953.8,0.42,3953.8,0.42,-261.1,-0.03,-42819.5,-4.28
902,Entry short,2018-02-28 15:45,Short,25533,37.3,952380.9,3953.8,0.42,3953.8,0.42,-261.1,-0.03,-42819.5,-4.28
903,Exit long,2018-02-28 20:45,Exit Long Trailing,25197,37.8,955168.2,-2721.6,-0.28,151.2,0.02,-2721.6,-0.28,-45541.1,-4.55
903,Entry long,2018-02-28 20:40,Long,25269,37.8,955168.2,-2721.6,-0.28,151.2,0.02,-2721.6,-0.28,-45541.1,-4.55
904,Exit long,2018-03-01 01:20,Exit Long Trailing,24989,38.1,952690.5,-609.6,-0.06,1257.3,0.13,-1790.7,-0.19,-46150.7,-4.62
904,Entry long,2018-03-01 01:15,Long,25005,38.1,952690.5,-609.6,-0.06,1257.3,0.13,-1790.7,-0.19,-46150.7,-4.62
905,Exit long,2018-03-01 02:00,Exit Long Trailing,25013,38,951444,-950,-0.10,190,0.02,-950,-0.10,-47100.7,-4.71
905,Entry long,2018-03-01 01:55,Long,25038,38,951444,-950,-0.10,190,0.02,-950,-0.10,-47100.7,-4.71
906,Exit long,2018-03-01 03:05,Exit Long Trailing,24988,38.1,952538.1,-495.3,-0.05,228.6,0.02,-723.9,-0.08,-47596,-4.76
906,Entry long,2018-03-01 03:00,Long,25001,38.1,952538.1,-495.3,-0.05,228.6,0.02,-723.9,-0.08,-47596,-4.76
907,Exit long,2018-03-01 20:30,Exit Long Trailing,24615,38.7,952136.1,464.4,0.05,5572.8,0.59,-1199.7,-0.13,-47131.6,-4.71
907,Entry long,2018-03-01 20:10,Long,24603,38.7,952136.1,464.4,0.05,5572.8,0.59,-1199.7,-0.13,-47131.6,-4.71
908,Exit short,2018-03-05 00:10,Exit Short Trailing,24546,38.8,951958,-426.8,-0.04,504.4,0.05,-426.8,-0.04,-47558.4,-4.76
908,Entry short,2018-03-05 00:05,Short,24535,38.8,951958,-426.8,-0.04,504.4,0.05,-426.8,-0.04,-47558.4,-4.76
909,Exit short,2018-03-05 01:25,Exit Short Trailing,24525,38.8,951608.8,38.8,0.00,349.2,0.04,-388,-0.04,-47519.6,-4.75
909,Entry short,2018-03-05 01:20,Short,24526,38.8,951608.8,38.8,0.00,349.2,0.04,-388,-0.04,-47519.6,-4.75
910,Exit short,2018-03-05 10:45,Exit Short Trailing,24549,38.7,950317.2,270.9,0.03,851.4,0.09,-812.7,-0.09,-47248.7,-4.72
910,Entry short,2018-03-05 10:40,Short,24556,38.7,950317.2,270.9,0.03,851.4,0.09,-812.7,-0.09,-47248.7,-4.72
911,Exit short,2018-03-05 13:05,Exit Short Trailing,24507,38.8,950444.8,-426.8,-0.04,1319.2,0.14,-737.2,-0.08,-47675.5,-4.77
911,Entry short,2018-03-05 11:35,Short,24496,38.8,950444.8,-426.8,-0.04,1319.2,0.14,-737.2,-0.08,-47675.5,-4.77
912,Exit short,2018-03-05 18:55,Exit Short Trailing,24829,38.3,949878.3,-1072.4,-0.11,1072.4,0.11,-1072.4,-0.11,-48747.9,-4.87
912,Entry short,2018-03-05 18:30,Short,24801,38.3,949878.3,-1072.4,-0.11,1072.4,0.11,-1072.4,-0.11,-48747.9,-4.87
913,Exit short,2018-03-05 19:25,Exit Short Trailing,24821,38.3,949265.5,-1378.8,-0.15,880.9,0.09,-1378.8,-0.15,-50126.7,-5.01
913,Entry short,2018-03-05 19:15,Short,24785,38.3,949265.5,-1378.8,-0.15,880.9,0.09,-1378.8,-0.15,-50126.7,-5.01
914,Exit short,2018-03-05 23:40,Exit Short Trailing,24911,38.1,949375.8,266.7,0.03,266.7,0.03,-266.7,-0.03,-49860,-4.99
914,Entry short,2018-03-05 23:35,Short,24918,38.1,949375.8,266.7,0.03,266.7,0.03,-266.7,-0.03,-49860,-4.99
915,Exit long,2018-03-06 18:45,Exit Long Trailing,24875,38.1,949375.8,-1638.3,-0.17,2286,0.24,-1638.3,-0.17,-51498.3,-5.15
915,Entry long,2018-03-06 18:00,Long,24918,38.1,949375.8,-1638.3,-0.17,2286,0.24,-1638.3,-0.17,-51498.3,-5.15
916,Exit long,2018-03-07 02:10,Exit Long Trailing,24587,38.5,947023,-423.5,-0.04,1578.5,0.17,-1155,-0.12,-51921.8,-5.19
916,Entry long,2018-03-07 01:40,Long,24598,38.5,947023,-423.5,-0.04,1578.5,0.17,-1155,-0.12,-51921.8,-5.19
917,Exit short,2018-03-07 14:20,Exit Short Trailing,24636,38.4,946329.6,307.2,0.03,537.6,0.06,-268.8,-0.03,-51614.6,-5.16
917,Entry short,2018-03-07 14:15,Short,24644,38.4,946329.6,307.2,0.03,537.6,0.06,-268.8,-0.03,-51614.6,-5.16
918,Exit short,2018-03-07 14:40,Exit Short Trailing,24744,38.4,948249.6,-1920,-0.20,230.4,0.02,-1996.8,-0.21,-53534.6,-5.35
918,Entry short,2018-03-07 14:35,Short,24694,38.4,948249.6,-1920,-0.20,230.4,0.02,-1996.8,-0.21,-53534.6,-5.35
919,Exit short,2018-03-07 17:45,Exit Short Trailing,24643,38.4,945254.4,-1036.8,-0.11,2380.8,0.25,-1152,-0.12,-54571.4,-5.46
919,Entry short,2018-03-07 17:00,Short,24616,38.4,945254.4,-1036.8,-0.11,2380.8,0.25,-1152,-0.12,-54571.4,-5.46
920,Exit short,2018-03-08 12:20,Exit Short Trailing,24872,38,944718,-418,-0.04,266,0.03,-532,-0.06,-54989.4,-5.50
920,Entry short,2018-03-08 12:15,Short,24861,38,944718,-418,-0.04,266,0.03,-532,-0.06,-54989.4,-5.50
921,Exit short,2018-03-08 14:10,Exit Short Trailing,24890,38,944718,-1102,-0.12,190,0.02,-1710,-0.18,-56091.4,-5.61
921,Entry short,2018-03-08 14:05,Short,24861,38,944718,-1102,-0.12,190,0.02,-1710,-0.18,-56091.4,-5.61
922,Exit short,2018-03-08 14:40,Exit Short Trailing,24939,37.8,943450.2,756,0.08,945,0.10,-415.8,-0.04,-55335.4,-5.53
922,Entry short,2018-03-08 14:35,Short,24959,37.8,943450.2,756,0.08,945,0.10,-415.8,-0.04,-55335.4,-5.53
923,Exit long,2018-03-08 15:45,Exit Long Trailing,24850,38,942628,1672,0.18,1672,0.18,-380,-0.04,-53663.4,-5.37
923,Entry long,2018-03-08 15:40,Long,24806,38,942628,1672,0.18,1672,0.18,-380,-0.04,-53663.4,-5.37
924,Exit short,2018-03-08 23:45,Exit Short Trailing,24942,37.9,944657.5,-644.3,-0.07,0,0.00,-947.5,-0.10,-54307.7,-5.43
924,Entry short,2018-03-08 23:40,Short,24925,37.9,944657.5,-644.3,-0.07,0,0.00,-947.5,-0.10,-54307.7,-5.43
925,Exit short,2018-03-09 15:40,Exit Short Trailing,25164,37.5,943237.5,-412.5,-0.04,187.5,0.02,-1050,-0.11,-54720.2,-5.47
925,Entry short,2018-03-09 15:35,Short,25153,37.5,943237.5,-412.5,-0.04,187.5,0.02,-1050,-0.11,-54720.2,-5.47
926,Exit short,2018-03-09 16:35,Exit Short Trailing,25205,37.4,942854,187,0.02,785.4,0.08,-336.6,-0.04,-54533.2,-5.45
926,Entry short,2018-03-09 16:30,Short,25210,37.4,942854,187,0.02,785.4,0.08,-336.6,-0.04,-54533.2,-5.45
927,Exit short,2018-03-09 17:10,Exit Short Trailing,25242,37.4,943901.2,-149.6,-0.02,299.2,0.03,-374,-0.04,-54682.8,-5.47
927,Entry short,2018-03-09 17:05,Short,25238,37.4,943901.2,-149.6,-0.02,299.2,0.03,-374,-0.04,-54682.8,-5.47
928,Exit short,2018-03-09 19:15,Exit Short Trailing,25318,37.3,943801.9,-559.5,-0.06,37.3,0.00,-708.7,-0.08,-55242.3,-5.52
928,Entry short,2018-03-09 19:10,Short,25303,37.3,943801.9,-559.5,-0.06,37.3,0.00,-708.7,-0.08,-55242.3,-5.52
929,Exit short,2018-03-09 21:00,Exit Short Trailing,25358,37.2,942648,-669.6,-0.07,37.2,0.00,-744,-0.08,-55911.9,-5.59
929,Entry short,2018-03-09 20:55,Short,25340,37.2,942648,-669.6,-0.07,37.2,0.00,-744,-0.08,-55911.9,-5.59
930,Exit short,2018-03-11 23:15,Exit Short Trailing,25450,37,942057,407,0.04,407,0.04,0,0.00,-55504.9,-5.55
930,Entry short,2018-03-11 23:05,Short,25461,37,942057,407,0.04,407,0.04,0,0.00,-55504.9,-5.55
931,Exit short,2018-03-12 00:30,Exit Short Trailing,25454,37.1,944417.6,74.2,0.01,222.6,0.02,-37.1,0.00,-55430.7,-5.54
931,Entry short,2018-03-12 00:25,Short,25456,37.1,944417.6,74.2,0.01,222.6,0.02,-37.1,0.00,-55430.7,-5.54
932,Exit short,2018-03-12 01:25,Exit Short Trailing,25448,37,942279,703,0.07,851,0.09,-37,0.00,-54727.7,-5.47
932,Entry short,2018-03-12 01:20,Short,25467,37,942279,703,0.07,851,0.09,-37,0.00,-54727.7,-5.47
933,Exit long,2018-03-12 15:00,Exit Long Trailing,25278,37.3,944100.3,-1230.9,-0.13,37.3,0.00,-1305.5,-0.14,-55958.6,-5.60
933,Entry long,2018-03-12 14:55,Long,25311,37.3,944100.3,-1230.9,-0.13,37.3,0.00,-1305.5,-0.14,-55958.6,-5.60
934,Exit long,2018-03-12 16:45,Exit Long Trailing,25241,37.4,943415,598.4,0.06,710.6,0.08,0,0.00,-55360.2,-5.54
934,Entry long,2018-03-12 16:40,Long,25225,37.4,943415,598.4,0.06,710.6,0.08,0,0.00,-55360.2,-5.54
935,Exit long,2018-03-12 19:50,Exit Long Trailing,25260,37.3,942272.6,-74.6,-0.01,1678.5,0.18,-708.7,-0.08,-55434.8,-5.54
935,Entry long,2018-03-12 19:35,Long,25262,37.3,942272.6,-74.6,-0.01,1678.5,0.18,-708.7,-0.08,-55434.8,-5.54
936,Exit short,2018-03-13 08:15,Exit Short Trailing,25280,37.3,943317,373,0.04,522.2,0.06,-74.6,-0.01,-55061.8,-5.51
936,Entry short,2018-03-13 08:10,Short,25290,37.3,943317,373,0.04,522.2,0.06,-74.6,-0.01,-55061.8,-5.51
937,Exit short,2018-03-13 12:10,Exit Short Trailing,25295,37.3,943391.6,-111.9,-0.01,559.5,0.06,-261.1,-0.03,-55173.7,-5.52
937,Entry short,2018-03-13 11:00,Short,25292,37.3,943391.6,-111.9,-0.01,559.5,0.06,-261.1,-0.03,-55173.7,-5.52
938,Exit short,2018-03-13 13:50,Exit Short Trailing,25389,37.2,944284.8,-186,-0.02,595.2,0.06,-744,-0.08,-55359.7,-5.54
938,Entry short,2018-03-13 13:45,Short,25384,37.2,944284.8,-186,-0.02,595.2,0.06,-744,-0.08,-55359.7,-5.54
939,Exit long,2018-03-13 17:50,Exit Long Trailing,25188,37.4,942779.2,-748,-0.08,261.8,0.03,-860.2,-0.09,-56107.7,-5.61
939,Entry long,2018-03-13 17:45,Long,25208,37.4,942779.2,-748,-0.08,261.8,0.03,-860.2,-0.09,-56107.7,-5.61
940,Exit long,2018-03-13 22:05,Exit Long Trailing,24970,37.7,943706.4,-2337.4,-0.25,490.1,0.05,-2337.4,-0.25,-58445.1,-5.84
940,Entry long,2018-03-13 19:55,Long,25032,37.7,943706.4,-2337.4,-0.25,490.1,0.05,-2337.4,-0.25,-58445.1,-5.84
941,Exit long,2018-03-13 23:40,Exit Long Trailing,25004,37.6,940300.8,-150.4,-0.02,752,0.08,-300.8,-0.03,-58595.5,-5.86
941,Entry long,2018-03-13 23:25,Long,25008,37.6,940300.8,-150.4,-0.02,752,0.08,-300.8,-0.03,-58595.5,-5.86
942,Exit long,2018-03-14 00:25,Exit Long Trailing,25022,37.6,941316,-488.8,-0.05,112.8,0.01,-488.8,-0.05,-59084.3,-5.91
942,Entry long,2018-03-14 00:15,Long,25035,37.6,941316,-488.8,-0.05,112.8,0.01,-488.8,-0.05,-59084.3,-5.91
943,Exit short,2018-03-14 10:10,Exit Short Trailing,25162,37.3,938542.6,0,0.00,298.4,0.03,-223.8,-0.02,-59084.3,-5.91
943,Entry short,2018-03-14 10:05,Short,25162,37.3,938542.6,0,0.00,298.4,0.03,-223.8,-0.02,-59084.3,-5.91
944,Exit short,2018-03-14 12:40,Exit Short Trailing,25141,37.4,940647.4,374,0.04,561,0.06,-448.8,-0.05,-58710.3,-5.87
944,Entry short,2018-03-14 12:35,Short,25151,37.4,940647.4,374,0.04,561,0.06,-448.8,-0.05,-58710.3,-5.87
945,Exit short,2018-03-14 15:00,Exit Short Trailing,24934,37.5,939637.5,4612.5,0.49,4612.5,0.49,-1237.5,-0.13,-54097.8,-5.41
945,Entry short,2018-03-14 13:40,Short,25057,37.5,939637.5,4612.5,0.49,4612.5,0.49,-1237.5,-0.13,-54097.8,-5.41
946,Exit long,2018-03-14 15:45,Exit Long Trailing,24751,38.2,945832,-343.8,-0.04,916.8,0.10,-1604.4,-0.17,-54441.6,-5.44
946,Entry long,2018-03-14 15:40,Long,24760,38.2,945832,-343.8,-0.04,916.8,0.10,-1604.4,-0.17,-54441.6,-5.44
947,Exit long,2018-03-14 17:10,Exit Long Trailing,24733,38.2,945259,-458.4,-0.05,840.4,0.09,-458.4,-0.05,-54900,-5.49
947,Entry long,2018-03-14 17:05,Long,24745,38.2,945259,-458.4,-0.05,840.4,0.09,-458.4,-0.05,-54900,-5.49
948,Exit long,2018-03-14 18:15,Exit Long Trailing,24847,37.9,943937.4,-2236.1,-0.24,568.5,0.06,-2236.1,-0.24,-57136.1,-5.71
948,Entry long,2018-03-14 17:55,Long,24906,37.9,943937.4,-2236.1,-0.24,568.5,0.06,-2236.1,-0.24,-57136.1,-5.71
949,Exit short,2018-03-15 09:10,Exit Short Trailing,24871,37.9,941208.6,-1402.3,-0.15,0,0.00,-1591.8,-0.17,-58538.4,-5.85
949,Entry short,2018-03-15 09:05,Short,24834,37.9,941208.6,-1402.3,-0.15,0,0.00,-1591.8,-0.17,-58538.4,-5.85
950,Exit short,2018-03-15 16:50,Exit Short Trailing,25004,37.7,941406.7,-1244.1,-0.13,188.5,0.02,-1244.1,-0.13,-59782.5,-5.98
950,Entry short,2018-03-15 16:35,Short,24971,37.7,941406.7,-1244.1,-0.13,188.5,0.02,-1244.1,-0.13,-59782.5,-5.98
951,Exit short,2018-03-15 17:55,Exit Short Trailing,24856,37.7,940124.9,3053.7,0.32,3053.7,0.32,-1357.2,-0.14,-56728.8,-5.67
951,Entry short,2018-03-15 17:20,Short,24937,37.7,940124.9,3053.7,0.32,3053.7,0.32,-1357.2,-0.14,-56728.8,-5.67
952,Exit long,2018-03-16 03:00,Exit Long Trailing,24869,37.9,942610.9,-75.8,-0.01,113.7,0.01,-189.5,-0.02,-56804.6,-5.68
952,Entry long,2018-03-16 02:55,Long,24871,37.9,942610.9,-75.8,-0.01,113.7,0.01,-189.5,-0.02,-56804.6,-5.68
953,Exit long,2018-03-16 05:45,Exit Long Trailing,24914,37.8,940842,907.2,0.10,907.2,0.10,-151.2,-0.02,-55897.4,-5.59
953,Entry long,2018-03-16 05:05,Long,24890,37.8,940842,907.2,0.10,907.2,0.10,-151.2,-0.02,-55897.4,-5.59
954,Exit short,2018-03-16 12:45,Exit Short Trailing,24945,37.8,942732,-189,-0.02,302.4,0.03,-453.6,-0.05,-56086.4,-5.61
954,Entry short,2018-03-16 12:40,Short,24940,37.8,942732,-189,-0.02,302.4,0.03,-453.6,-0.05,-56086.4,-5.61
955,Exit short,2018-03-16 13:45,Exit Short Trailing,24989,37.8,942883.2,-1701,-0.18,302.4,0.03,-1890,-0.20,-57787.4,-5.78
955,Entry short,2018-03-16 13:40,Short,24944,37.8,942883.2,-1701,-0.18,302.4,0.03,-1890,-0.20,-57787.4,-5.78
956,Exit long,2018-03-19 02:55,Exit Long Trailing,24904,37.8,940993.2,378,0.04,378,0.04,-37.8,0.00,-57409.4,-5.74
956,Entry long,2018-03-19 02:50,Long,24894,37.8,940993.2,378,0.04,378,0.04,-37.8,0.00,-57409.4,-5.74
957,Exit long,2018-03-19 10:10,Exit Long Trailing,24825,37.9,941057,-189.5,-0.02,189.5,0.02,-303.2,-0.03,-57598.9,-5.76
957,Entry long,2018-03-19 10:05,Long,24830,37.9,941057,-189.5,-0.02,189.5,0.02,-303.2,-0.03,-57598.9,-5.76
958,Exit long,2018-03-19 16:40,Exit Long Trailing,24621,38.2,940751.4,-229.2,-0.02,573,0.06,-229.2,-0.02,-57828.1,-5.78
958,Entry long,2018-03-19 16:35,Long,24627,38.2,940751.4,-229.2,-0.02,573,0.06,-229.2,-0.02,-57828.1,-5.78
959,Exit long,2018-03-19 19:30,Exit Long Trailing,24526,38.3,941720.4,-2374.6,-0.25,459.6,0.05,-2374.6,-0.25,-60202.7,-6.02
959,Entry long,2018-03-19 19:20,Long,24588,38.3,941720.4,-2374.6,-0.25,459.6,0.05,-2374.6,-0.25,-60202.7,-6.02
960,Exit short,2018-03-20 08:30,Exit Short Trailing,24670,38,939398,1938,0.21,1938,0.21,-570,-0.06,-58264.7,-5.83
960,Entry short,2018-03-20 06:25,Short,24721,38,939398,1938,0.21,1938,0.21,-570,-0.06,-58264.7,-5.83
961,Exit long,2018-03-21 15:35,Exit Long Trailing,24780,38,940158,1482,0.16,1482,0.16,-304,-0.03,-56782.7,-5.68
961,Entry long,2018-03-21 15:20,Long,24741,38,940158,1482,0.16,1482,0.16,-304,-0.03,-56782.7,-5.68
962,Exit short,2018-03-21 15:45,Exit Short Trailing,24806,38,942476,-152,-0.02,342,0.04,-380,-0.04,-56934.7,-5.69
962,Entry short,2018-03-21 15:40,Short,24802,38,942476,-152,-0.02,342,0.04,-380,-0.04,-56934.7,-5.69
963,Exit short,2018-03-21 17:50,Exit Short Trailing,24872,37.9,941511.8,-1137,-0.12,379,0.04,-1137,-0.12,-58071.7,-5.81
963,Entry short,2018-03-21 17:10,Short,24842,37.9,941511.8,-1137,-0.12,379,0.04,-1137,-0.12,-58071.7,-5.81
964,Exit short,2018-03-21 18:15,Exit Short Trailing,24970,37.7,940765.8,-603.2,-0.06,1432.6,0.15,-603.2,-0.06,-58674.9,-5.87
964,Entry short,2018-03-21 18:10,Short,24954,37.7,940765.8,-603.2,-0.06,1432.6,0.15,-603.2,-0.06,-58674.9,-5.87
965,Exit long,2018-03-22 00:45,Exit Long Trailing,24779,38,940424,1178,0.13,1178,0.13,-76,-0.01,-57496.9,-5.75
965,Entry long,2018-03-22 00:05,Long,24748,38,940424,1178,0.13,1178,0.13,-76,-0.01,-57496.9,-5.75
966,Exit long,2018-03-22 06:15,Exit Long Trailing,24762,38,940538,418,0.04,1368,0.15,-152,-0.02,-57078.9,-5.71
966,Entry long,2018-03-22 05:05,Long,24751,38,940538,418,0.04,1368,0.15,-152,-0.02,-57078.9,-5.71
967,Exit long,2018-03-22 07:45,Exit Long Trailing,24579,38.2,941477.2,-2559.4,-0.27,114.6,0.01,-2635.8,-0.28,-59638.3,-5.96
967,Entry long,2018-03-22 07:40,Long,24646,38.2,941477.2,-2559.4,-0.27,114.6,0.01,-2635.8,-0.28,-59638.3,-5.96
968,Exit long,2018-03-22 09:20,Exit Long Trailing,24597,38.2,939261.6,343.8,0.04,458.4,0.05,-305.6,-0.03,-59294.5,-5.93
968,Entry long,2018-03-22 09:15,Long,24588,38.2,939261.6,343.8,0.04,458.4,0.05,-305.6,-0.03,-59294.5,-5.93
969,Exit long,2018-03-22 10:55,Exit Long Trailing,24532,38.3,940379.9,-804.3,-0.09,38.3,0.00,-1187.3,-0.13,-60098.8,-6.01
969,Entry long,2018-03-22 10:50,Long,24553,38.3,940379.9,-804.3,-0.09,38.3,0.00,-1187.3,-0.13,-60098.8,-6.01
970,Exit long,2018-03-22 11:55,Exit Long Trailing,24557,38.2,938841.4,-764,-0.08,382,0.04,-764,-0.08,-60862.8,-6.09
970,Entry long,2018-03-22 11:35,Long,24577,38.2,938841.4,-764,-0.08,382,0.04,-764,-0.08,-60862.8,-6.09
971,Exit long,2018-03-22 12:50,Exit Long Trailing,24446,38.3,936703.1,-421.3,-0.04,191.5,0.02,-995.8,-0.11,-61284.1,-6.13
971,Entry long,2018-03-22 12:45,Long,24457,38.3,936703.1,-421.3,-0.04,191.5,0.02,-995.8,-0.11,-61284.1,-6.13
972,Exit long,2018-03-22 13:40,Exit Long Trailing,24450,38.4,936307.2,2572.8,0.27,3571.2,0.38,-384,-0.04,-58711.3,-5.87
972,Entry long,2018-03-22 13:35,Long,24383,38.4,936307.2,2572.8,0.27,3571.2,0.38,-384,-0.04,-58711.3,-5.87
973,Exit long,2018-03-22 14:30,Exit Long Trailing,24434,38.3,939192.6,-3370.4,-0.36,459.6,0.05,-3370.4,-0.36,-62081.7,-6.21
973,Entry long,2018-03-22 14:15,Long,24522,38.3,939192.6,-3370.4,-0.36,459.6,0.05,-3370.4,-0.36,-62081.7,-6.21
974,Exit long,2018-03-22 15:30,Exit Long Trailing,24301,38.6,937130.8,887.8,0.09,887.8,0.09,-617.6,-0.07,-61193.9,-6.12
974,Entry long,2018-03-22 15:25,Long,24278,38.6,937130.8,887.8,0.09,887.8,0.09,-617.6,-0.07,-61193.9,-6.12
975,Exit long,2018-03-22 17:00,Exit Long Trailing,24284,38.6,937902.8,-540.4,-0.06,4361.8,0.47,-540.4,-0.06,-61734.3,-6.17
975,Entry long,2018-03-22 16:20,Long,24298,38.6,937902.8,-540.4,-0.06,4361.8,0.47,-540.4,-0.06,-61734.3,-6.17
976,Exit long,2018-03-22 18:20,Exit Long Trailing,24353,38.4,936768,-1612.8,-0.17,3033.6,0.32,-1612.8,-0.17,-63347.1,-6.33
976,Entry long,2018-03-22 17:25,Long,24395,38.4,936768,-1612.8,-0.17,3033.6,0.32,-1612.8,-0.17,-63347.1,-6.33
977,Exit long,2018-03-23 00:00,Exit Long Trailing,23778,39.3,935104.2,-628.8,-0.07,1257.6,0.13,-628.8,-0.07,-63975.9,-6.40
977,Entry long,2018-03-22 23:35,Long,23794,39.3,935104.2,-628.8,-0.07,1257.6,0.13,-628.8,-0.07,-63975.9,-6.40
978,Exit long,2018-03-23 00:30,Exit Long Trailing,23792,39.2,934684.8,-2038.4,-0.22,784,0.08,-2038.4,-0.22,-66014.3,-6.60
978,Entry long,2018-03-23 00:10,Long,23844,39.2,934684.8,-2038.4,-0.22,784,0.08,-2038.4,-0.22,-66014.3,-6.60
979,Exit long,2018-03-23 01:10,Exit Long Trailing,23809,39.1,932926,-1994.1,-0.21,78.2,0.01,-1994.1,-0.21,-68008.4,-6.80
979,Entry long,2018-03-23 01:05,Long,23860,39.1,932926,-1994.1,-0.21,78.2,0.01,-1994.1,-0.21,-68008.4,-6.80
980,Exit long,2018-03-23 02:45,Exit Long Trailing,23759,39.2,930490.4,862.4,0.09,862.4,0.09,-784,-0.08,-67146,-6.71
980,Entry long,2018-03-23 02:40,Long,23737,39.2,930490.4,862.4,0.09,862.4,0.09,-784,-0.08,-67146,-6.71
981,Exit short,2018-03-23 16:00,Exit Short Trailing,23913,38.9,931927.3,1711.6,0.18,4473.5,0.48,-350.1,-0.04,-65434.4,-6.54
981,Entry short,2018-03-23 15:40,Short,23957,38.9,931927.3,1711.6,0.18,4473.5,0.48,-350.1,-0.04,-65434.4,-6.54
982,Exit short,2018-03-26 09:20,Exit Short Trailing,23865,39.1,933043.3,-78.2,-0.01,977.5,0.10,-156.4,-0.02,-65512.6,-6.55
982,Entry short,2018-03-26 08:45,Short,23863,39.1,933043.3,-78.2,-0.01,977.5,0.10,-156.4,-0.02,-65512.6,-6.55
983,Exit short,2018-03-26 09:30,Exit Short Trailing,23885,39.1,933708,-195.5,-0.02,469.2,0.05,-195.5,-0.02,-65708.1,-6.57
983,Entry short,2018-03-26 09:25,Short,23880,39.1,933708,-195.5,-0.02,469.2,0.05,-195.5,-0.02,-65708.1,-6.57
984,Exit short,2018-03-26 11:00,Exit Short Trailing,23922,39,932802,-156,-0.02,390,0.04,-234,-0.03,-65864.1,-6.59
984,Entry short,2018-03-26 10:55,Short,23918,39,932802,-156,-0.02,390,0.04,-234,-0.03,-65864.1,-6.59
985,Exit short,2018-03-26 12:15,Exit Short Trailing,23963,39,934089,-468,-0.05,0,0.00,-936,-0.10,-66332.1,-6.63
985,Entry short,2018-03-26 12:10,Short,23951,39,934089,-468,-0.05,0,0.00,-936,-0.10,-66332.1,-6.63
986,Exit short,2018-03-26 13:40,Exit Short Trailing,24007,38.9,932938.7,-933.6,-0.10,1517.1,0.16,-972.5,-0.10,-67265.7,-6.73
986,Entry short,2018-03-26 13:35,Short,23983,38.9,932938.7,-933.6,-0.10,1517.1,0.16,-972.5,-0.10,-67265.7,-6.73
987,Exit short,2018-03-26 19:00,Exit Short Trailing,24092,38.6,931302.2,1351,0.15,1659.8,0.18,0,0.00,-65914.7,-6.59
987,Entry short,2018-03-26 18:55,Short,24127,38.6,931302.2,1351,0.15,1659.8,0.18,0,0.00,-65914.7,-6.59
988,Exit short,2018-03-26 23:25,Exit Short Trailing,24226,38.5,931892.5,-808.5,-0.09,154,0.02,-808.5,-0.09,-66723.2,-6.67
988,Entry short,2018-03-26 23:15,Short,24205,38.5,931892.5,-808.5,-0.09,154,0.02,-808.5,-0.09,-66723.2,-6.67
989,Exit short,2018-03-27 00:10,Exit Short Trailing,24302,38.4,932697.6,-499.2,-0.05,115.2,0.01,-576,-0.06,-67222.4,-6.72
989,Entry short,2018-03-27 00:05,Short,24289,38.4,932697.6,-499.2,-0.05,115.2,0.01,-576,-0.06,-67222.4,-6.72
